,datetime,username,channel,message
295,2022-05-22T15:42:29.657916,nautilus4224,#loltyler1,I looked away for a second lmaoo LUL
296,2022-05-22T15:42:29.658068,trinidon28,#loltyler1,yet u continue to pick him
297,2022-05-22T15:42:29.820681,kanavi2,#loltyler1,you are prob getting the baka gaijin treatment
298,2022-05-22T15:42:29.982822,elliestar,#loltyler1,SERVERS FAULT I DIED BabyRage
299,2022-05-22T15:42:30.602665,hessy_613,#loltyler1,@hessy_613 they are dogshit
300,2022-05-22T15:42:30.981159,notmozam,#loltyler1,just play mord
301,2022-05-22T15:42:31.306855,hyperweirdchamp,#loltyler1,BigBrother Don't test me
302,2022-05-22T15:42:32.645921,grt2be_here,#loltyler1,I love gray screen lsxyzOkay
303,2022-05-22T15:42:33.295823,gibran1217,#loltyler1,KR BRAIN
304,2022-05-22T15:42:33.835703,alpaga_boiteux,#loltyler1,NA COPING SO HARD KEKW
305,2022-05-22T15:42:36.097573,lindare1999,#loltyler1,ur chat is so lame dude
306,2022-05-22T15:42:36.097852,eclipsing115,#loltyler1,trolling poor korean
307,2022-05-22T15:42:36.318381,rome_9,#loltyler1,It seems Korea was too hard for u
308,2022-05-22T15:42:36.493131,ex0ttick,#loltyler1,NODDERS
309,2022-05-22T15:42:36.979025,sickdime,#loltyler1,they are all bad @spy7zer dumbass
