,datetime,username,channel,message
170,2022-05-22T13:23:38.577166,neondactyl,#gothamchess,GOAT
171,2022-05-22T13:23:38.740590,sanketttttttt,#gothamchess,ResidentSleeper
172,2022-05-22T13:23:39.560525,lightshad3z,#gothamchess,EZ Clap
173,2022-05-22T13:23:40.215334,morriganplusplus,#gothamchess,@PepegaChessPlayer i have no money xx
174,2022-05-22T13:23:40.378885,cloud555nefos,#gothamchess,Pog
175,2022-05-22T13:23:45.270440,notjag05,#gothamchess,GOATED
176,2022-05-22T13:23:45.270681,imeanhi_,#gothamchess,Pog
177,2022-05-22T13:23:45.270814,thebarlyy,#gothamchess,ez
178,2022-05-22T13:23:45.366803,a_bit_washed,#gothamchess,EZ
179,2022-05-22T13:23:45.367361,akiofcourse,#gothamchess,Pog
180,2022-05-22T13:23:45.367644,nj_greg,#gothamchess,Levy remains the Chessle GOAT
181,2022-05-22T13:23:46.119676,mr_sizi,#gothamchess,HI YT HeyGuys :)
182,2022-05-22T13:23:46.447350,lightshad3z,#gothamchess,Gossip variation KEKW
183,2022-05-22T13:23:46.610506,qwasdertywasd,#gothamchess,daym
184,2022-05-22T13:23:48.047952,ritesh189,#gothamchess,goat
185,2022-05-22T13:23:48.846178,nikhil9t7,#gothamchess,Gossip variation
186,2022-05-22T13:23:49.853630,leococghvala,#gothamchess,WOOOOW WOOOOW WOOOOOOOOOW
187,2022-05-22T13:23:50.442466,pepegachessplayer,#gothamchess,"I was kidding, don't worry LUL @morriganPlusPlus"
188,2022-05-22T13:23:50.769646,morriganplusplus,#gothamchess,nice one levy x
189,2022-05-22T13:23:53.637707,elias1665,#gothamchess,someone give me a sub i dont wanna watch 5 ads lol
190,2022-05-22T13:23:54.371316,neelyos234,#gothamchess,KEKW
191,2022-05-22T13:23:54.535068,notjag05,#gothamchess,YT WORTHY???
192,2022-05-22T13:23:56.218946,neelyos234,#gothamchess,pog
193,2022-05-22T13:23:56.382815,tsackman,#gothamchess,M1
194,2022-05-22T13:23:56.743642,herr_royale,#gothamchess,GOAT
195,2022-05-22T13:23:57.169172,totomat0,#gothamchess,EZ 28%
196,2022-05-22T13:23:57.689493,ydudewhy,#gothamchess,@morriganPlusPlus time to use ur twitch prime
197,2022-05-22T13:23:58.198966,benniciusxvii,#gothamchess,gothOo gothGa gothBoo gothGa gothBozo gothRip
198,2022-05-22T13:23:58.885132,blackoutgene,#gothamchess,EZ
199,2022-05-22T13:24:02.350066,neelyos234,#gothamchess,ez
200,2022-05-22T13:24:02.513720,krbov,#gothamchess,Hi YT
201,2022-05-22T13:24:02.513970,milanista_naqid,#gothamchess,YT comment 69 420
202,2022-05-22T13:24:05.886462,carocannt,#gothamchess,EZ
203,2022-05-22T13:24:07.966386,tackythepenguin,#gothamchess,gossip variation??
204,2022-05-22T13:24:09.628184,neelyos234,#gothamchess,EZ
205,2022-05-22T13:24:12.213948,qwasdertywasd,#gothamchess,Kreygasm Kreygasm
206,2022-05-22T13:24:13.837932,morriganplusplus,#gothamchess,@morriganPlusPlus have to wait till 1st of june :(
207,2022-05-22T13:24:15.260812,infamousbuba,#gothamchess,HI YT :)
208,2022-05-22T13:24:18.348650,supercoolplayer,#gothamchess,well done
209,2022-05-22T13:24:19.657079,neelyos234,#gothamchess,strong muscles
210,2022-05-22T13:24:20.381275,kdixter1607,#gothamchess,nahh shit trippin
211,2022-05-22T13:24:21.199263,pepegachessplayer,#gothamchess,"I saw Bf4 and it fucked me up, I forgot Bg5 Ne5 Bf4 was a thing"
212,2022-05-22T13:24:22.181047,jimxx300,#gothamchess,!tattoo
213,2022-05-22T13:24:22.344742,moobot,#gothamchess,"@jimxx300 If you gift 100 subs, Levy will write your username on his face/neck/arms for the rest of the stream. FOREHEAD is 200 subs. Example: https://bit.ly/3qN30Df"
214,2022-05-22T13:24:22.835309,pawel3285,#gothamchess,!tattoo
215,2022-05-22T13:24:25.676796,prakharupadhyay,#gothamchess,hi yt
216,2022-05-22T13:24:25.677013,notjag05,#gothamchess,DAMN
217,2022-05-22T13:24:25.840329,qwasdertywasd,#gothamchess,muted
218,2022-05-22T13:24:26.166763,lightshad3z,#gothamchess,Kreygasm
219,2022-05-22T13:24:26.895010,morriganplusplus,#gothamchess,sheeeeesh
220,2022-05-22T13:24:27.806987,kdixter1607,#gothamchess,sheesh'
221,2022-05-22T13:24:28.133804,pepegachessplayer,#gothamchess,Ne4*
222,2022-05-22T13:24:29.932710,milanista_naqid,#gothamchess,WEAK AF KEKW
223,2022-05-22T13:24:31.172278,harryscroat,#gothamchess,stronk af
224,2022-05-22T13:24:31.336018,nathan_johndeere,#gothamchess,dammn looking big
225,2022-05-22T13:24:32.882963,gugabxd,#gothamchess,looks like my biceps OMEGALUL
226,2022-05-22T13:24:33.700678,flamouri,#gothamchess,right hand bigger than the left xD
227,2022-05-22T13:24:34.027827,sinocchi50,#gothamchess,cringe
228,2022-05-22T13:24:34.191857,notjag05,#gothamchess,looking so sexy daddy
229,2022-05-22T13:24:36.035242,sanketttttttt,#gothamchess,😳
230,2022-05-22T13:24:38.671646,jamesfinch1989,#gothamchess,seen more meat on a knats kneecap
231,2022-05-22T13:24:40.320405,kdixter1607,#gothamchess,sus
232,2022-05-22T13:24:40.483570,gui_yuki,#gothamchess,almost Goku biceps
233,2022-05-22T13:24:41.791537,harryscroat,#gothamchess,strongest chess player out
234,2022-05-22T13:24:45.397347,whoami_nr1,#gothamchess,"aight im having a bad headache now, so ill guess ill go offline hope u have a great stream, stay healthy my friend :)"
235,2022-05-22T13:24:45.724766,nikhil9t7,#gothamchess,Can see the contours on your arms
236,2022-05-22T13:24:49.106101,its_xel,#gothamchess,xqcSus
237,2022-05-22T13:24:50.738568,neelyos234,#gothamchess,How
238,2022-05-22T13:24:50.901903,nicolas_delacolina,#gothamchess,Levy put another shirt on
239,2022-05-22T13:24:53.466317,teerey23,#gothamchess,totally is master baiter
240,2022-05-22T13:24:53.978748,accuboormachine,#gothamchess,We are
241,2022-05-22T13:24:56.036686,kdixter1607,#gothamchess,very sus
242,2022-05-22T13:24:56.200193,mendableperson,#gothamchess,giga GAINS
243,2022-05-22T13:24:56.200332,chadbossmanmcniceman,#gothamchess,@jamesfinch1989 lmao
244,2022-05-22T13:24:57.658545,kokonotsuu,#gothamchess,true YEP
245,2022-05-22T13:24:58.669490,sinocchi50,#gothamchess,ofc because of bullet
246,2022-05-22T13:24:59.988184,csgoscarface,#gothamchess,Hi
247,2022-05-22T13:25:00.642516,lucacrafter_04,#gothamchess,LUL
248,2022-05-22T13:25:00.642752,daftmat,#gothamchess,hello there vibuHi
249,2022-05-22T13:25:01.134238,dataplet01,#gothamchess,uh huh
250,2022-05-22T13:25:01.575320,notjag05,#gothamchess,true
251,2022-05-22T13:25:01.738893,sokoutii,#gothamchess,Kap
252,2022-05-22T13:25:01.902426,sanketttttttt,#gothamchess,YEP
253,2022-05-22T13:25:02.375303,qwasdertywasd,#gothamchess,CrreamAwk CrreamAwk
254,2022-05-22T13:25:02.375683,infamousbuba,#gothamchess,Kappa
255,2022-05-22T13:25:02.539297,flamouri,#gothamchess,ohhhh
256,2022-05-22T13:25:02.849758,trivaa,#gothamchess,Sure Kappa
257,2022-05-22T13:25:03.198601,kommieking,#gothamchess,allico1Sip yeah
258,2022-05-22T13:25:04.721449,trivaa,#gothamchess,Kappa
259,2022-05-22T13:25:05.501633,flamouri,#gothamchess,true
260,2022-05-22T13:25:05.665237,penumbracat,#gothamchess,"""chess playing"""
261,2022-05-22T13:25:05.665542,leococghvala,#gothamchess,gotham u are going to gym for chess boxing championship dont u
262,2022-05-22T13:25:06.764475,seyhan_van,#gothamchess,tennis
263,2022-05-22T13:25:07.582233,minde1,#gothamchess,KappaCool
264,2022-05-22T13:25:11.804394,chadbossmanmcniceman,#gothamchess,well my right is buff too
265,2022-05-22T13:25:11.882214,leo_2332,#gothamchess,Kappa
266,2022-05-22T13:25:11.883041,wheninrom3,#gothamchess,Chess playing hand
267,2022-05-22T13:25:11.883447,itsdoublew,#gothamchess,Kappa
268,2022-05-22T13:25:11.883636,charlesfrisbee,#gothamchess,most shredded squash player I know
269,2022-05-22T13:25:11.884009,realgonekid42069,#gothamchess,master bate from terraria
270,2022-05-22T13:25:11.884640,tackythepenguin,#gothamchess,it's from moving the chess pieces bozos
271,2022-05-22T13:25:11.918561,khornyflakes,#gothamchess,Single player chess
272,2022-05-22T13:25:11.919466,amarillogriffin,#gothamchess,Anand lost to Gavrilescu monkaS
273,2022-05-22T13:25:11.920235,obcylol,#gothamchess,Gotham GAINS
274,2022-05-22T13:25:11.920657,conrado_8,#gothamchess,just had 6 ads in a row and lost the chessle play. love twitch
275,2022-05-22T13:25:11.921770,wheninrom3,#gothamchess,surrrre
276,2022-05-22T13:25:11.921965,drock8082,#gothamchess,bullet arm
277,2022-05-22T13:25:11.968722,sokoutii,#gothamchess,Kappa Kappa Kappa
278,2022-05-22T13:25:12.295606,nomnomwaffless,#gothamchess,Kappa Kappa
279,2022-05-22T13:25:12.622671,rosalinarozman,#gothamchess,KEKW
280,2022-05-22T13:25:14.765380,herr_royale,#gothamchess,It’s totally masturbation bro
281,2022-05-22T13:25:14.928954,randjango1,#gothamchess,"Start cycling creatine bro.  5g a day, you'll see improvements after it builds up in your system"
282,2022-05-22T13:25:14.929295,fornikev,#gothamchess,those pawn weight a lot do they? ;)
283,2022-05-22T13:25:14.930059,kingkb1212,#gothamchess,All that muscle to blunder queens
284,2022-05-22T13:25:14.930251,beanhunter36,#gothamchess,BibleThump
285,2022-05-22T13:25:14.930624,bud961,#gothamchess,!uptime
286,2022-05-22T13:25:14.930740,neelyos234,#gothamchess,can u do more guess the elo
287,2022-05-22T13:25:15.256189,kommieking,#gothamchess,KEKW
288,2022-05-22T13:25:15.419730,moobot,#gothamchess,"@bud961 Bottom of the screen bro - however, if you're on mobile it's 1h 19m"
289,2022-05-22T13:25:16.171547,owlman7890,#gothamchess,X
290,2022-05-22T13:25:17.619279,drock8082,#gothamchess,bullet hand
291,2022-05-22T13:25:20.563934,denkaaaaan,#gothamchess,🦾
292,2022-05-22T13:25:21.054614,iderp98,#gothamchess,makes sense
293,2022-05-22T13:25:24.163606,willnight,#gothamchess,Lucky Lucy.
294,2022-05-22T13:25:24.444538,neondactyl,#gothamchess,"Levy plays with weighted chess pieces in OTB, like Goku using weighted clothes"
295,2022-05-22T13:25:24.935328,riccgava,#gothamchess,@tsackman you know them but you didn't buy them
296,2022-05-22T13:25:25.559200,neelyos234,#gothamchess,Blobdance
297,2022-05-22T13:25:26.743686,milos_1502,#gothamchess,do Poeltl maybe(NBA player guessing game)?
298,2022-05-22T13:25:26.907208,happybisha,#gothamchess,supergm got flagged by young player in superbet
299,2022-05-22T13:25:28.782975,fornikev,#gothamchess,hmm gonna grab my massive rook
300,2022-05-22T13:25:28.946378,tj2043,#gothamchess,when will the next gte be??????????
301,2022-05-22T13:25:31.756508,chernobylcitybus,#gothamchess,"Why would you masturbate with your right hand, what do you use for the mouse?"
302,2022-05-22T13:25:31.920360,sokoutii,#gothamchess,Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa Kappa
303,2022-05-22T13:25:31.920600,milanista_naqid,#gothamchess,did you just sneak an eye drop
304,2022-05-22T13:25:34.948931,neelyos234,#gothamchess,eyedrops
305,2022-05-22T13:25:38.501166,violinist04,#gothamchess,Kappa
306,2022-05-22T13:25:40.235677,heimgangtr,#gothamchess,Masturbation = Lowers chess winrate
307,2022-05-22T13:25:40.399201,nomnomwaffless,#gothamchess,that hurts my eyes just looking at
308,2022-05-22T13:25:41.242536,praggi0,#gothamchess,Noooo Levy dont do drugs what are you doing to your eyes
309,2022-05-22T13:25:42.618852,kdixter1607,#gothamchess,every jaded chess player be like
310,2022-05-22T13:25:42.783043,chadbossmanmcniceman,#gothamchess,dense?
311,2022-05-22T13:25:43.273602,d1g1talscream,#gothamchess,"""Gloopy"""
312,2022-05-22T13:25:44.783058,nikhil9t7,#gothamchess,Chessle and playing Chris Yoo
313,2022-05-22T13:25:45.621725,trivaa,#gothamchess,You playing chess with that hand is disguisting @GothamChess DansGame
314,2022-05-22T13:25:47.738654,an0th3rg1itch,#gothamchess,i play rhythm games so my arms are both bigger than theyre supposed to be
315,2022-05-22T13:25:49.931531,flamouri,#gothamchess,KEKW
316,2022-05-22T13:25:50.095061,wuzhaanenin,#gothamchess,TENNIS as well
317,2022-05-22T13:25:51.281807,spinifexed,#gothamchess,dense?
318,2022-05-22T13:25:51.705675,pepegachessplayer,#gothamchess,Eye glue monkaHmm
